Site,season,Species,value,City,Long,Lat
PWETZ01,JU21,Coyote,11,lbca,-117.783433805852,33.793357122951015
PWETZ01,JU21,Deer,0,lbca,-117.783433805852,33.793357122951015
PWETZ01,JU21,Domestic cat,0,lbca,-117.783433805852,33.793357122951015
PWETZ01,JU21,Domestic dog,0,lbca,-117.783433805852,33.793357122951015
PWETZ01,JU21,Douglas squirrel,0,lbca,-117.783433805852,33.793357122951015
PWETZ01,JU21,Eastern gray squirrel,0,lbca,-117.783433805852,33.793357122951015
PWETZ01,JU21,Elk,0,lbca,-117.783433805852,33.793357122951015
PWETZ01,JU21,Fox squirrel,0,lbca,-117.783433805852,33.793357122951015
PWETZ01,JU21,Gray fox,0,lbca,-117.783433805852,33.793357122951015
PWETZ01,JU21,Mountain lion,0,lbca,-117.783433805852,33.793357122951015
PWETZ01,JU21,Rabbit,0,lbca,-117.783433805852,33.793357122951015
PWETZ01,JU21,Raccoon,0,lbca,-117.783433805852,33.793357122951015
PWETZ01,JU21,Red fox,0,lbca,-117.783433805852,33.793357122951015
PWETZ01,JU21,Stoat,0,lbca,-117.783433805852,33.793357122951015
PWETZ01,JU21,Striped Skunk,0,lbca,-117.783433805852,33.793357122951015
PWETZ01,JU21,Virginia opossum,0,lbca,-117.783433805852,33.793357122951015
PWETZ01,JU21,Weasel (cannot ID),0,lbca,-117.783433805852,33.793357122951015
PWETZ01,JU21,Western Chipmunks,0,lbca,-117.783433805852,33.793357122951015
PWETZ01,JU21,Western gray squirrel,0,lbca,-117.783433805852,33.793357122951015
PWETZ02,AP21,Black bear,0,lbca,-117.77695209834594,33.788527901882254
PWETZ02,AP21,Bobcat,7,lbca,-117.77695209834594,33.788527901882254
PWETZ02,AP21,Brush Rabbit,3,lbca,-117.77695209834594,33.788527901882254
PWETZ02,AP21,California Ground Squirrel,0,lbca,-117.77695209834594,33.788527901882254
PWETZ02,AP21,Coyote,45,lbca,-117.77695209834594,33.788527901882254
PWETZ02,AP21,Deer,0,lbca,-117.77695209834594,33.788527901882254
PWETZ02,AP21,Domestic cat,0,lbca,-117.77695209834594,33.788527901882254
PWETZ02,AP21,Domestic dog,1,lbca,-117.77695209834594,33.788527901882254
PWETZ02,AP21,Douglas squirrel,0,lbca,-117.77695209834594,33.788527901882254
PWETZ02,AP21,Eastern gray squirrel,0,lbca,-117.77695209834594,33.788527901882254
PWETZ02,AP21,Elk,0,lbca,-117.77695209834594,33.788527901882254
PWETZ02,AP21,Fox squirrel,0,lbca,-117.77695209834594,33.788527901882254
PWETZ02,AP21,Gray fox,0,lbca,-117.77695209834594,33.788527901882254
PWETZ02,AP21,Mountain lion,0,lbca,-117.77695209834594,33.788527901882254
PWETZ02,AP21,Rabbit,0,lbca,-117.77695209834594,33.788527901882254
PWETZ02,AP21,Raccoon,0,lbca,-117.77695209834594,33.788527901882254
PWETZ02,AP21,Red fox,0,lbca,-117.77695209834594,33.788527901882254
PWETZ02,AP21,Stoat,0,lbca,-117.77695209834594,33.788527901882254
PWETZ02,AP21,Striped Skunk,0,lbca,-117.77695209834594,33.788527901882254
PWETZ02,AP21,Virginia opossum,1,lbca,-117.77695209834594,33.788527901882254
PWETZ02,AP21,Weasel (cannot ID),0,lbca,-117.77695209834594,33.788527901882254
PWETZ02,AP21,Western Chipmunks,0,lbca,-117.77695209834594,33.788527901882254
PWETZ02,AP21,Western gray squirrel,0,lbca,-117.77695209834594,33.788527901882254
PWETZ02,JU21,Black bear,0,lbca,-117.77695209834594,33.788527901882254
PWETZ02,JU21,Bobcat,4,lbca,-117.77695209834594,33.788527901882254
PWETZ02,JU21,Brush Rabbit,1,lbca,-117.77695209834594,33.788527901882254
PWETZ02,JU21,California Ground Squirrel,0,lbca,-117.77695209834594,33.788527901882254
PWETZ02,JU21,Coyote,62,lbca,-117.77695209834594,33.788527901882254
PWETZ02,JU21,Deer,0,lbca,-117.77695209834594,33.788527901882254
PWETZ02,JU21,Domestic cat,0,lbca,-117.77695209834594,33.788527901882254
PWETZ02,JU21,Domestic dog,0,lbca,-117.77695209834594,33.788527901882254
PWETZ02,JU21,Douglas squirrel,0,lbca,-117.77695209834594,33.788527901882254
PWETZ02,JU21,Eastern gray squirrel,0,lbca,-117.77695209834594,33.788527901882254
PWETZ02,JU21,Elk,0,lbca,-117.77695209834594,33.788527901882254
PWETZ02,JU21,Fox squirrel,0,lbca,-117.77695209834594,33.788527901882254
PWETZ02,JU21,Gray fox,0,lbca,-117.77695209834594,33.788527901882254
PWETZ02,JU21,Mountain lion,0,lbca,-117.77695209834594,33.788527901882254
PWETZ02,JU21,Rabbit,0,lbca,-117.77695209834594,33.788527901882254
PWETZ02,JU21,Raccoon,0,lbca,-117.77695209834594,33.788527901882254
PWETZ02,JU21,Red fox,0,lbca,-117.77695209834594,33.788527901882254
PWETZ02,JU21,Stoat,0,lbca,-117.77695209834594,33.788527901882254
PWETZ02,JU21,Striped Skunk,0,lbca,-117.77695209834594,33.788527901882254
PWETZ02,JU21,Virginia opossum,0,lbca,-117.77695209834594,33.788527901882254
PWETZ02,JU21,Weasel (cannot ID),0,lbca,-117.77695209834594,33.788527901882254
PWETZ02,JU21,Western Chipmunks,0,lbca,-117.77695209834594,33.788527901882254
PWETZ02,JU21,Western gray squirrel,0,lbca,-117.77695209834594,33.788527901882254
WP,AP21,Black bear,0,oaca,-122.14016165799896,37.753773534843326
WP,AP21,Bobcat,1,oaca,-122.14016165799896,37.753773534843326
WP,AP21,Brush Rabbit,0,oaca,-122.14016165799896,37.753773534843326
WP,AP21,California Ground Squirrel,0,oaca,-122.14016165799896,37.753773534843326
WP,AP21,Coyote,5,oaca,-122.14016165799896,37.753773534843326
WP,AP21,Deer,20,oaca,-122.14016165799896,37.753773534843326
WP,AP21,Domestic cat,0,oaca,-122.14016165799896,37.753773534843326
WP,AP21,Domestic dog,0,oaca,-122.14016165799896,37.753773534843326
WP,AP21,Douglas squirrel,0,oaca,-122.14016165799896,37.753773534843326
WP,AP21,Eastern gray squirrel,0,oaca,-122.14016165799896,37.753773534843326
WP,AP21,Elk,0,oaca,-122.14016165799896,37.753773534843326
WP,AP21,Fox squirrel,0,oaca,-122.14016165799896,37.753773534843326
WP,AP21,Gray fox,0,oaca,-122.14016165799896,37.753773534843326
WP,AP21,Mountain lion,0,oaca,-122.14016165799896,37.753773534843326
WP,AP21,Rabbit,0,oaca,-122.14016165799896,37.753773534843326
WP,AP21,Raccoon,1,oaca,-122.14016165799896,37.753773534843326
WP,AP21,Red fox,0,oaca,-122.14016165799896,37.753773534843326
WP,AP21,Stoat,0,oaca,-122.14016165799896,37.753773534843326
WP,AP21,Striped Skunk,0,oaca,-122.14016165799896,37.753773534843326
WP,AP21,Virginia opossum,0,oaca,-122.14016165799896,37.753773534843326
WP,AP21,Weasel (cannot ID),0,oaca,-122.14016165799896,37.753773534843326
WP,AP21,Western Chipmunks,0,oaca,-122.14016165799896,37.753773534843326
WP,AP21,Western gray squirrel,0,oaca,-122.14016165799896,37.753773534843326
WP,JA21,Black bear,0,oaca,-122.14016165799896,37.753773534843326
WP,JA21,Bobcat,2,oaca,-122.14016165799896,37.753773534843326
WP,JA21,Brush Rabbit,0,oaca,-122.14016165799896,37.753773534843326
WP,JA21,California Ground Squirrel,0,oaca,-122.14016165799896,37.753773534843326
WP,JA21,Coyote,5,oaca,-122.14016165799896,37.753773534843326
WP,JA21,Deer,1,oaca,-122.14016165799896,37.753773534843326
WP,JA21,Domestic cat,0,oaca,-122.14016165799896,37.753773534843326
WP,JA21,Domestic dog,0,oaca,-122.14016165799896,37.753773534843326
WP,JA21,Douglas squirrel,0,oaca,-122.14016165799896,37.753773534843326
WP,JA21,Eastern gray squirrel,0,oaca,-122.14016165799896,37.753773534843326
WP,JA21,Elk,0,oaca,-122.14016165799896,37.753773534843326
WP,JA21,Fox squirrel,1,oaca,-122.14016165799896,37.753773534843326
WP,JA21,Gray fox,0,oaca,-122.14016165799896,37.753773534843326
WP,JA21,Mountain lion,0,oaca,-122.14016165799896,37.753773534843326
WP,JA21,Rabbit,0,oaca,-122.14016165799896,37.753773534843326
WP,JA21,Raccoon,18,oaca,-122.14016165799896,37.753773534843326
WP,JA21,Red fox,0,oaca,-122.14016165799896,37.753773534843326
WP,JA21,Stoat,0,oaca,-122.14016165799896,37.753773534843326
WP,JA21,Striped Skunk,0,oaca,-122.14016165799896,37.753773534843326
WP,JA21,Virginia opossum,0,oaca,-122.14016165799896,37.753773534843326
WP,JA21,Weasel (cannot ID),0,oaca,-122.14016165799896,37.753773534843326
WP,JA21,Western Chipmunks,0,oaca,-122.14016165799896,37.753773534843326
WP,JA21,Western gray squirrel,0,oaca,-122.14016165799896,37.753773534843326
WP,OC20,Black bear,0,oaca,-122.14016165799896,37.753773534843326
WP,OC20,Bobcat,2,oaca,-122.14016165799896,37.753773534843326
WP,OC20,Brush Rabbit,0,oaca,-122.14016165799896,37.753773534843326
WP,OC20,California Ground Squirrel,0,oaca,-122.14016165799896,37.753773534843326
WP,OC20,Coyote,16,oaca,-122.14016165799896,37.753773534843326
WP,OC20,Deer,22,oaca,-122.14016165799896,37.753773534843326
WP,OC20,Domestic cat,0,oaca,-122.14016165799896,37.753773534843326
WP,OC20,Domestic dog,0,oaca,-122.14016165799896,37.753773534843326
WP,OC20,Douglas squirrel,0,oaca,-122.14016165799896,37.753773534843326
WP,OC20,Eastern gray squirrel,0,oaca,-122.14016165799896,37.753773534843326
WP,OC20,Elk,0,oaca,-122.14016165799896,37.753773534843326
WP,OC20,Fox squirrel,0,oaca,-122.14016165799896,37.753773534843326
WP,OC20,Gray fox,0,oaca,-122.14016165799896,37.753773534843326
WP,OC20,Mountain lion,0,oaca,-122.14016165799896,37.753773534843326
WP,OC20,Rabbit,0,oaca,-122.14016165799896,37.753773534843326
WP,OC20,Raccoon,4,oaca,-122.14016165799896,37.753773534843326
WP,OC20,Red fox,0,oaca,-122.14016165799896,37.753773534843326
WP,OC20,Stoat,0,oaca,-122.14016165799896,37.753773534843326
WP,OC20,Striped Skunk,0,oaca,-122.14016165799896,37.753773534843326
WP,OC20,Virginia opossum,0,oaca,-122.14016165799896,37.753773534843326
WP,OC20,Weasel (cannot ID),0,oaca,-122.14016165799896,37.753773534843326
WP,OC20,Western Chipmunks,0,oaca,-122.14016165799896,37.753773534843326
WP,OC20,Western gray squirrel,3,oaca,-122.14016165799896,37.753773534843326
CalT02,AP21,Black bear,0,lbca,-117.88108802642428,33.8052705724534
CalT02,AP21,Bobcat,0,lbca,-117.88108802642428,33.8052705724534
CalT02,AP21,Brush Rabbit,8,lbca,-117.88108802642428,33.8052705724534
CalT02,AP21,California Ground Squirrel,0,lbca,-117.88108802642428,33.8052705724534
CalT02,AP21,Coyote,11,lbca,-117.88108802642428,33.8052705724534
CalT02,AP21,Deer,0,lbca,-117.88108802642428,33.8052705724534
CalT02,AP21,Domestic cat,2,lbca,-117.88108802642428,33.8052705724534
CalT02,AP21,Domestic dog,0,lbca,-117.88108802642428,33.8052705724534
CalT02,AP21,Douglas squirrel,0,lbca,-117.88108802642428,33.8052705724534
CalT02,AP21,Eastern gray squirrel,0,lbca,-117.88108802642428,33.8052705724534
CalT02,AP21,Elk,0,lbca,-117.88108802642428,33.8052705724534
CalT02,AP21,Fox squirrel,0,lbca,-117.88108802642428,33.8052705724534
CalT02,AP21,Gray fox,0,lbca,-117.88108802642428,33.8052705724534
CalT02,AP21,Mountain lion,0,lbca,-117.88108802642428,33.8052705724534
CalT02,AP21,Rabbit,0,lbca,-117.88108802642428,33.8052705724534
CalT02,AP21,Raccoon,5,lbca,-117.88108802642428,33.8052705724534
CalT02,AP21,Red fox,0,lbca,-117.88108802642428,33.8052705724534
CalT02,AP21,Stoat,0,lbca,-117.88108802642428,33.8052705724534
CalT02,AP21,Striped Skunk,0,lbca,-117.88108802642428,33.8052705724534
CalT02,AP21,Virginia opossum,0,lbca,-117.88108802642428,33.8052705724534
CalT02,AP21,Weasel (cannot ID),0,lbca,-117.88108802642428,33.8052705724534
CalT02,AP21,Western Chipmunks,0,lbca,-117.88108802642428,33.8052705724534
CalT02,AP21,Western gray squirrel,0,lbca,-117.88108802642428,33.8052705724534
CalT02,JU21,Black bear,0,lbca,-117.88108802642428,33.8052705724534
CalT02,JU21,Bobcat,0,lbca,-117.88108802642428,33.8052705724534
CalT02,JU21,Brush Rabbit,14,lbca,-117.88108802642428,33.8052705724534
CalT02,JU21,California Ground Squirrel,0,lbca,-117.88108802642428,33.8052705724534
CalT02,JU21,Coyote,20,lbca,-117.88108802642428,33.8052705724534
CalT02,JU21,Deer,0,lbca,-117.88108802642428,33.8052705724534
CalT02,JU21,Domestic cat,3,lbca,-117.88108802642428,33.8052705724534
CalT02,JU21,Domestic dog,0,lbca,-117.88108802642428,33.8052705724534
CalT02,JU21,Douglas squirrel,0,lbca,-117.88108802642428,33.8052705724534
CalT02,JU21,Eastern gray squirrel,0,lbca,-117.88108802642428,33.8052705724534
CalT02,JU21,Elk,0,lbca,-117.88108802642428,33.8052705724534
CalT02,JU21,Fox squirrel,0,lbca,-117.88108802642428,33.8052705724534
CalT02,JU21,Gray fox,0,lbca,-117.88108802642428,33.8052705724534
CalT02,JU21,Mountain lion,0,lbca,-117.88108802642428,33.8052705724534
CalT02,JU21,Rabbit,0,lbca,-117.88108802642428,33.8052705724534
CalT02,JU21,Raccoon,0,lbca,-117.88108802642428,33.8052705724534
CalT02,JU21,Red fox,0,lbca,-117.88108802642428,33.8052705724534
CalT02,JU21,Stoat,0,lbca,-117.88108802642428,33.8052705724534
CalT02,JU21,Striped Skunk,0,lbca,-117.88108802642428,33.8052705724534
CalT02,JU21,Virginia opossum,1,lbca,-117.88108802642428,33.8052705724534
CalT02,JU21,Weasel (cannot ID),0,lbca,-117.88108802642428,33.8052705724534
CalT02,JU21,Western Chipmunks,0,lbca,-117.88108802642428,33.8052705724534
CalT02,JU21,Western gray squirrel,0,lbca,-117.88108802642428,33.8052705724534
ED05,JU21,Black bear,0,lbca,-117.92932622641054,33.807315562752066
ED05,JU21,Bobcat,0,lbca,-117.92932622641054,33.807315562752066
ED05,JU21,Brush Rabbit,2,lbca,-117.92932622641054,33.807315562752066
ED05,JU21,California Ground Squirrel,0,lbca,-117.92932622641054,33.807315562752066
ED05,JU21,Coyote,0,lbca,-117.92932622641054,33.807315562752066
ED05,JU21,Deer,0,lbca,-117.92932622641054,33.807315562752066
ED05,JU21,Domestic cat,92,lbca,-117.92932622641054,33.807315562752066
ED05,JU21,Domestic dog,0,lbca,-117.92932622641054,33.807315562752066
ED05,JU21,Douglas squirrel,0,lbca,-117.92932622641054,33.807315562752066
ED05,JU21,Eastern gray squirrel,0,lbca,-117.92932622641054,33.807315562752066
ED05,JU21,Elk,0,lbca,-117.92932622641054,33.807315562752066
ED05,JU21,Fox squirrel,0,lbca,-117.92932622641054,33.807315562752066
ED05,JU21,Gray fox,0,lbca,-117.92932622641054,33.807315562752066
ED05,JU21,Mountain lion,0,lbca,-117.92932622641054,33.807315562752066
ED05,JU21,Rabbit,0,lbca,-117.92932622641054,33.807315562752066
ED05,JU21,Raccoon,0,lbca,-117.92932622641054,33.807315562752066
ED05,JU21,Red fox,0,lbca,-117.92932622641054,33.807315562752066
ED05,JU21,Stoat,0,lbca,-117.92932622641054,33.807315562752066
ED05,JU21,Striped Skunk,0,lbca,-117.92932622641054,33.807315562752066
ED05,JU21,Virginia opossum,0,lbca,-117.92932622641054,33.807315562752066
ED05,JU21,Weasel (cannot ID),0,lbca,-117.92932622641054,33.807315562752066
ED05,JU21,Western Chipmunks,0,lbca,-117.92932622641054,33.807315562752066
ED05,JU21,Western gray squirrel,0,lbca,-117.92932622641054,33.807315562752066
ED07,AP21,Black bear,0,lbca,-117.8522994739004,33.813192955781574
ED07,AP21,Bobcat,0,lbca,-117.8522994739004,33.813192955781574
ED07,AP21,Brush Rabbit,1,lbca,-117.8522994739004,33.813192955781574
ED07,AP21,California Ground Squirrel,0,lbca,-117.8522994739004,33.813192955781574
ED07,AP21,Coyote,0,lbca,-117.8522994739004,33.813192955781574
ED07,AP21,Deer,0,lbca,-117.8522994739004,33.813192955781574
ED07,AP21,Domestic cat,0,lbca,-117.8522994739004,33.813192955781574
ED07,AP21,Domestic dog,0,lbca,-117.8522994739004,33.813192955781574
ED07,AP21,Douglas squirrel,0,lbca,-117.8522994739004,33.813192955781574
ED07,AP21,Eastern gray squirrel,0,lbca,-117.8522994739004,33.813192955781574
ED07,AP21,Elk,0,lbca,-117.8522994739004,33.813192955781574
ED07,AP21,Fox squirrel,0,lbca,-117.8522994739004,33.813192955781574
ED07,AP21,Gray fox,0,lbca,-117.8522994739004,33.813192955781574
ED07,AP21,Mountain lion,0,lbca,-117.8522994739004,33.813192955781574
ED07,AP21,Rabbit,0,lbca,-117.8522994739004,33.813192955781574
ED07,AP21,Raccoon,0,lbca,-117.8522994739004,33.813192955781574
ED07,AP21,Red fox,0,lbca,-117.8522994739004,33.813192955781574
ED07,AP21,Stoat,0,lbca,-117.8522994739004,33.813192955781574
ED07,AP21,Striped Skunk,0,lbca,-117.8522994739004,33.813192955781574
ED07,AP21,Virginia opossum,0,lbca,-117.8522994739004,33.813192955781574
ED07,AP21,Weasel (cannot ID),0,lbca,-117.8522994739004,33.813192955781574
ED07,AP21,Western Chipmunks,0,lbca,-117.8522994739004,33.813192955781574
ED07,AP21,Western gray squirrel,0,lbca,-117.8522994739004,33.813192955781574
ELMOD,AP21,Black bear,0,lbca,-117.79282699635732,33.79870845016335
ELMOD,AP21,Bobcat,0,lbca,-117.79282699635732,33.79870845016335
ELMOD,AP21,Brush Rabbit,9,lbca,-117.79282699635732,33.79870845016335
ELMOD,AP21,California Ground Squirrel,0,lbca,-117.79282699635732,33.79870845016335
ELMOD,AP21,Coyote,0,lbca,-117.79282699635732,33.79870845016335
ELMOD,AP21,Deer,0,lbca,-117.79282699635732,33.79870845016335
ELMOD,AP21,Domestic cat,0,lbca,-117.79282699635732,33.79870845016335
ELMOD,AP21,Domestic dog,6,lbca,-117.79282699635732,33.79870845016335
ELMOD,AP21,Douglas squirrel,0,lbca,-117.79282699635732,33.79870845016335
ELMOD,AP21,Eastern gray squirrel,0,lbca,-117.79282699635732,33.79870845016335
ELMOD,AP21,Elk,0,lbca,-117.79282699635732,33.79870845016335
ELMOD,AP21,Fox squirrel,2,lbca,-117.79282699635732,33.79870845016335
ELMOD,AP21,Gray fox,0,lbca,-117.79282699635732,33.79870845016335
ELMOD,AP21,Mountain lion,0,lbca,-117.79282699635732,33.79870845016335
ELMOD,AP21,Rabbit,0,lbca,-117.79282699635732,33.79870845016335
ELMOD,AP21,Raccoon,0,lbca,-117.79282699635732,33.79870845016335
ELMOD,AP21,Red fox,0,lbca,-117.79282699635732,33.79870845016335
ELMOD,AP21,Stoat,0,lbca,-117.79282699635732,33.79870845016335
ELMOD,AP21,Striped Skunk,0,lbca,-117.79282699635732,33.79870845016335
ELMOD,AP21,Virginia opossum,0,lbca,-117.79282699635732,33.79870845016335
ELMOD,AP21,Weasel (cannot ID),0,lbca,-117.79282699635732,33.79870845016335
ELMOD,AP21,Western Chipmunks,0,lbca,-117.79282699635732,33.79870845016335
ELMOD,AP21,Western gray squirrel,0,lbca,-117.79282699635732,33.79870845016335
ELMOD,JU21,Black bear,0,lbca,-117.79282699635732,33.79870845016335
ELMOD,JU21,Bobcat,0,lbca,-117.79282699635732,33.79870845016335
ELMOD,JU21,Brush Rabbit,22,lbca,-117.79282699635732,33.79870845016335
ELMOD,JU21,California Ground Squirrel,0,lbca,-117.79282699635732,33.79870845016335
ELMOD,JU21,Coyote,0,lbca,-117.79282699635732,33.79870845016335
ELMOD,JU21,Deer,0,lbca,-117.79282699635732,33.79870845016335
ELMOD,JU21,Domestic cat,0,lbca,-117.79282699635732,33.79870845016335
ELMOD,JU21,Domestic dog,0,lbca,-117.79282699635732,33.79870845016335
ELMOD,JU21,Douglas squirrel,0,lbca,-117.79282699635732,33.79870845016335
ELMOD,JU21,Eastern gray squirrel,0,lbca,-117.79282699635732,33.79870845016335
ELMOD,JU21,Elk,0,lbca,-117.79282699635732,33.79870845016335
ELMOD,JU21,Fox squirrel,0,lbca,-117.79282699635732,33.79870845016335
ELMOD,JU21,Gray fox,0,lbca,-117.79282699635732,33.79870845016335
ELMOD,JU21,Mountain lion,0,lbca,-117.79282699635732,33.79870845016335
ELMOD,JU21,Rabbit,0,lbca,-117.79282699635732,33.79870845016335
ELMOD,JU21,Raccoon,0,lbca,-117.79282699635732,33.79870845016335
ELMOD,JU21,Red fox,0,lbca,-117.79282699635732,33.79870845016335
ELMOD,JU21,Stoat,0,lbca,-117.79282699635732,33.79870845016335
ELMOD,JU21,Striped Skunk,0,lbca,-117.79282699635732,33.79870845016335
ELMOD,JU21,Virginia opossum,0,lbca,-117.79282699635732,33.79870845016335
ELMOD,JU21,Weasel (cannot ID),0,lbca,-117.79282699635732,33.79870845016335
ELMOD,JU21,Western Chipmunks,0,lbca,-117.79282699635732,33.79870845016335
ELMOD,JU21,Western gray squirrel,0,lbca,-117.79282699635732,33.79870845016335
ELMOD,OC20,Black bear,0,lbca,-117.79282699635732,33.79870845016335
ELMOD,OC20,Bobcat,0,lbca,-117.79282699635732,33.79870845016335
ELMOD,OC20,Brush Rabbit,33,lbca,-117.79282699635732,33.79870845016335
ELMOD,OC20,California Ground Squirrel,0,lbca,-117.79282699635732,33.79870845016335
ELMOD,OC20,Coyote,0,lbca,-117.79282699635732,33.79870845016335
ELMOD,OC20,Deer,0,lbca,-117.79282699635732,33.79870845016335
ELMOD,OC20,Domestic cat,0,lbca,-117.79282699635732,33.79870845016335
ELMOD,OC20,Domestic dog,1,lbca,-117.79282699635732,33.79870845016335
ELMOD,OC20,Douglas squirrel,0,lbca,-117.79282699635732,33.79870845016335
ELMOD,OC20,Eastern gray squirrel,0,lbca,-117.79282699635732,33.79870845016335
ELMOD,OC20,Elk,0,lbca,-117.79282699635732,33.79870845016335
ELMOD,OC20,Fox squirrel,0,lbca,-117.79282699635732,33.79870845016335
ELMOD,OC20,Gray fox,0,lbca,-117.79282699635732,33.79870845016335
ELMOD,OC20,Mountain lion,0,lbca,-117.79282699635732,33.79870845016335
ELMOD,OC20,Rabbit,0,lbca,-117.79282699635732,33.79870845016335
ELMOD,OC20,Raccoon,0,lbca,-117.79282699635732,33.79870845016335
ELMOD,OC20,Red fox,0,lbca,-117.79282699635732,33.79870845016335
ELMOD,OC20,Stoat,0,lbca,-117.79282699635732,33.79870845016335
ELMOD,OC20,Striped Skunk,0,lbca,-117.79282699635732,33.79870845016335
ELMOD,OC20,Virginia opossum,0,lbca,-117.79282699635732,33.79870845016335
ELMOD,OC20,Weasel (cannot ID),0,lbca,-117.79282699635732,33.79870845016335
ELMOD,OC20,Western Chipmunks,0,lbca,-117.79282699635732,33.79870845016335
ELMOD,OC20,Western gray squirrel,0,lbca,-117.79282699635732,33.79870845016335
HT,AP21,Black bear,0,oaca,-122.12520031814924,37.775504171738376
HT,AP21,Bobcat,0,oaca,-122.12520031814924,37.775504171738376
HT,AP21,Brush Rabbit,82,oaca,-122.12520031814924,37.775504171738376
HT,AP21,California Ground Squirrel,0,oaca,-122.12520031814924,37.775504171738376
HT,AP21,Coyote,2,oaca,-122.12520031814924,37.775504171738376
HT,AP21,Deer,1,oaca,-122.12520031814924,37.775504171738376
HT,AP21,Domestic cat,0,oaca,-122.12520031814924,37.775504171738376
HT,AP21,Domestic dog,2,oaca,-122.12520031814924,37.775504171738376
HT,AP21,Douglas squirrel,0,oaca,-122.12520031814924,37.775504171738376
HT,AP21,Eastern gray squirrel,0,oaca,-122.12520031814924,37.775504171738376
HT,AP21,Elk,0,oaca,-122.12520031814924,37.775504171738376
HT,AP21,Fox squirrel,0,oaca,-122.12520031814924,37.775504171738376
HT,AP21,Gray fox,0,oaca,-122.12520031814924,37.775504171738376
HT,AP21,Mountain lion,0,oaca,-122.12520031814924,37.775504171738376
HT,AP21,Rabbit,0,oaca,-122.12520031814924,37.775504171738376
HT,AP21,Raccoon,13,oaca,-122.12520031814924,37.775504171738376
HT,AP21,Red fox,0,oaca,-122.12520031814924,37.775504171738376
HT,AP21,Stoat,0,oaca,-122.12520031814924,37.775504171738376
HT,AP21,Striped Skunk,0,oaca,-122.12520031814924,37.775504171738376
HT,AP21,Virginia opossum,0,oaca,-122.12520031814924,37.775504171738376
HT,AP21,Weasel (cannot ID),0,oaca,-122.12520031814924,37.775504171738376
HT,AP21,Western Chipmunks,0,oaca,-122.12520031814924,37.775504171738376
HT,AP21,Western gray squirrel,0,oaca,-122.12520031814924,37.775504171738376
HT,JU21,Black bear,0,oaca,-122.12520031814924,37.775504171738376
HT,JU21,Bobcat,0,oaca,-122.12520031814924,37.775504171738376
HT,JU21,Brush Rabbit,87,oaca,-122.12520031814924,37.775504171738376
HT,JU21,California Ground Squirrel,0,oaca,-122.12520031814924,37.775504171738376
HT,JU21,Coyote,9,oaca,-122.12520031814924,37.775504171738376
HT,JU21,Deer,2,oaca,-122.12520031814924,37.775504171738376
HT,JU21,Domestic cat,0,oaca,-122.12520031814924,37.775504171738376
HT,JU21,Domestic dog,0,oaca,-122.12520031814924,37.775504171738376
HT,JU21,Douglas squirrel,0,oaca,-122.12520031814924,37.775504171738376
HT,JU21,Eastern gray squirrel,0,oaca,-122.12520031814924,37.775504171738376
HT,JU21,Elk,0,oaca,-122.12520031814924,37.775504171738376
HT,JU21,Fox squirrel,2,oaca,-122.12520031814924,37.775504171738376
HT,JU21,Gray fox,0,oaca,-122.12520031814924,37.775504171738376
HT,JU21,Mountain lion,0,oaca,-122.12520031814924,37.775504171738376
HT,JU21,Rabbit,0,oaca,-122.12520031814924,37.775504171738376
HT,JU21,Raccoon,0,oaca,-122.12520031814924,37.775504171738376
HT,JU21,Red fox,0,oaca,-122.12520031814924,37.775504171738376
HT,JU21,Stoat,0,oaca,-122.12520031814924,37.775504171738376
HT,JU21,Striped Skunk,0,oaca,-122.12520031814924,37.775504171738376
HT,JU21,Virginia opossum,0,oaca,-122.12520031814924,37.775504171738376
HT,JU21,Weasel (cannot ID),0,oaca,-122.12520031814924,37.775504171738376
HT,JU21,Western Chipmunks,0,oaca,-122.12520031814924,37.775504171738376
HT,JU21,Western gray squirrel,0,oaca,-122.12520031814924,37.775504171738376
IRC01,JU21,Black bear,0,lbca,-117.74100210763476,33.77069310192292
IRC01,JU21,Bobcat,0,lbca,-117.74100210763476,33.77069310192292
IRC01,JU21,Brush Rabbit,9,lbca,-117.74100210763476,33.77069310192292
IRC01,JU21,California Ground Squirrel,0,lbca,-117.74100210763476,33.77069310192292
IRC01,JU21,Coyote,0,lbca,-117.74100210763476,33.77069310192292
IRC01,JU21,Deer,0,lbca,-117.74100210763476,33.77069310192292
IRC01,JU21,Domestic cat,0,lbca,-117.74100210763476,33.77069310192292
IRC01,JU21,Domestic dog,0,lbca,-117.74100210763476,33.77069310192292
IRC01,JU21,Douglas squirrel,0,lbca,-117.74100210763476,33.77069310192292
IRC01,JU21,Eastern gray squirrel,0,lbca,-117.74100210763476,33.77069310192292
IRC01,JU21,Elk,0,lbca,-117.74100210763476,33.77069310192292
IRC01,JU21,Fox squirrel,0,lbca,-117.74100210763476,33.77069310192292
IRC01,JU21,Gray fox,0,lbca,-117.74100210763476,33.77069310192292
IRC01,JU21,Mountain lion,0,lbca,-117.74100210763476,33.77069310192292
IRC01,JU21,Rabbit,0,lbca,-117.74100210763476,33.77069310192292
IRC01,JU21,Raccoon,0,lbca,-117.74100210763476,33.77069310192292
IRC01,JU21,Red fox,0,lbca,-117.74100210763476,33.77069310192292
IRC01,JU21,Stoat,0,lbca,-117.74100210763476,33.77069310192292
